agef,pid,current_workingf,maritalf,logfamincf,logincf,n_logincf,ownhomef,num_marriagef,marriedf,birthyearf,whitef,eduf,fambus_everf,n_childf,n_obsf
52,751034,1,1,12.121251,11.666505,,,Actual number of marriages,1,1958,1,13,0,3,22
54,751034,1,1,12.158175,11.485914,,,Actual number of marriages,1,1958,1,13,0,3,22
25,751033,1,1,11.014029,10.969577,,,Actual number of marriages,1,1956,1,13,0,2,23
26,751033,1,1,11.195917,10.955532,,,Actual number of marriages,1,1956,1,13,0,2,23
27,751033,1,1,11.376441,10.986055,,,Actual number of marriages,1,1956,1,13,0,2,23
28,751033,1,1,11.482673,11.112299,,,Actual number of marriages,1,1956,1,13,0,2,23
29,751033,1,1,11.507491,11.097531,,,Actual number of marriages,1,1956,1,13,0,2,23
30,751033,1,1,11.480382,11.125644,,,Actual number of marriages,1,1956,1,13,0,2,23
31,751033,1,1,11.533943,11.15095,,,Actual number of marriages,1,1956,1,13,0,2,23
32,751033,1,1,11.408805,11.142152,,,Actual number of marriages,1,1956,1,13,0,2,23
33,751033,1,1,11.606452,11.259323,,,Actual number of marriages,1,1956,1,13,0,2,23
34,751033,1,1,11.613531,11.30171,,,Actual number of marriages,1,1956,1,13,0,2,23
35,751033,1,1,11.822701,11.30171,,,Actual number of marriages,1,1956,1,13,0,2,23
36,751033,1,1,11.518391,11.356272,,,Actual number of marriages,1,1956,1,13,0,2,23
37,751033,1,1,11.582772,11.384846,,,Actual number of marriages,1,1956,1,13,0,2,23
38,751033,1,1,11.66408,11.331802,,,Actual number of marriages,1,1956,1,13,0,2,23
39,751033,1,1,11.520475,11.373374,,,Actual number of marriages,1,1956,1,13,0,2,23
40,751033,1,1,11.820872,11.427367,,,Actual number of marriages,1,1956,1,13,0,2,23
42,751033,1,1,12.156698,11.846894,,,Actual number of marriages,1,1956,1,13,0,2,23
44,751033,1,1,11.946589,11.89102,,,Actual number of marriages,1,1956,1,13,0,2,23
46,751033,1,1,12.07118,11.703794,,,Actual number of marriages,1,1956,1,13,0,2,23
48,751033,1,1,12.248466,11.983054,,,Actual number of marriages,1,1956,1,13,0,2,23
50,751033,1,1,12.381125,12.187654,,,Actual number of marriages,1,1956,1,13,0,2,23
52,751033,1,1,12.603103,12.405743,,,Actual number of marriages,1,1956,1,13,0,2,23
54,751033,1,1,12.255862,12.138864,,,Actual number of marriages,1,1956,1,13,0,2,23
25,759030,1,1,11.339229,10.793229,,0,Actual number of marriages,1,1948,1,17,0,4,27
26,759030,1,1,11.34732,10.762975,,0,Actual number of marriages,1,1948,1,17,0,4,27
27,759030,1,1,11.241982,10.600128,,,Actual number of marriages,1,1948,1,17,0,4,27
28,759030,1,1,11.531875,10.912539,,,Actual number of marriages,1,1948,1,17,0,4,27
29,759030,1,1,11.462053,10.992049,,,Actual number of marriages,1,1948,1,17,0,4,27
30,759030,1,1,11.721467,11.103814,,,Actual number of marriages,1,1948,1,17,0,4,27
31,759030,1,1,11.666318,11.195745,,,Actual number of marriages,1,1948,1,17,0,4,27
32,759030,1,1,11.394618,11.234005,,,Actual number of marriages,1,1948,1,17,0,4,27
33,759030,1,1,11.306244,11.279732,,,Actual number of marriages,1,1948,1,17,0,4,27
34,759030,1,1,11.481032,11.221235,,,Actual number of marriages,1,1948,1,17,0,4,27
35,759030,1,1,11.438041,11.221369,,,Actual number of marriages,1,1948,1,17,0,4,27
36,759030,1,1,11.545021,11.382589,,,Actual number of marriages,1,1948,1,17,0,4,27
37,759030,1,1,11.500742,11.347343,,0,Actual number of marriages,1,1948,1,17,0,4,27
38,759030,1,1,11.513099,11.405229,,,Actual number of marriages,1,1948,1,17,0,4,27
39,759030,1,1,11.527725,11.392113,,,Actual number of marriages,1,1948,1,17,0,4,27
40,759030,1,1,11.691632,11.567035,,,Actual number of marriages,1,1948,1,17,0,4,27
41,759030,1,1,12.117985,11.74483,,,Actual number of marriages,1,1948,1,17,0,4,27
42,759030,1,1,12.030576,11.524854,,,Actual number of marriages,1,1948,1,17,0,4,27
43,759030,1,1,12.046232,11.567413,,,Actual number of marriages,1,1948,1,17,0,4,27
44,759030,1,1,12.022561,11.603131,,,Actual number of marriages,1,1948,1,17,0,4,27
45,759030,1,1,11.970837,11.541691,,,Actual number of marriages,1,1948,1,17,0,4,27
46,759030,1,1,11.944395,11.564599,,,Actual number of marriages,1,1948,1,17,0,4,27
47,759030,1,1,11.873573,11.533172,,,Actual number of marriages,1,1948,1,17,0,4,27
48,759030,1,1,12.074121,11.860231,,,Actual number of marriages,1,1948,1,17,0,4,27
50,759030,1,1,12.037254,11.649727,,,Actual number of marriages,1,1948,1,17,0,4,27
52,759030,1,1,11.956094,11.643778,,,Actual number of marriages,1,1948,1,17,0,4,27
54,759030,1,1,12.101979,11.623751,,,Actual number of marriages,1,1948,1,17,0,4,27
47,760003,1,1,11.775253,11.748345,,,Actual number of marriages,1,1920,1,16,1,4,8
48,760003,1,1,11.807176,11.773133,,,Actual number of marriages,1,1920,1,16,1,4,8
49,760003,1,1,12.02115,11.988439,,,Actual number of marriages,1,1920,1,16,1,4,8
50,760003,1,1,11.908744,11.887691,,,Actual number of marriages,1,1920,1,16,1,4,8
51,760003,1,1,11.909532,11.865833,,,Actual number of marriages,1,1920,1,16,1,4,8
52,760003,1,1,11.790795,11.709216,,,Actual number of marriages,1,1920,1,16,1,4,8
53,760003,1,1,11.862336,11.677915,,,Actual number of marriages,1,1920,1,16,1,4,8
54,760003,1,1,12.133161,11.858145,,,Actual number of marriages,1,1920,1,16,1,4,8
31,762003,1,1,11.406175,11.020513,,,Actual number of marriages,1,1936,1,12,0,3,25
32,762003,1,1,11.546327,11.121659,,,Actual number of marriages,1,1936,1,12,0,3,25
33,762003,1,1,9.743125,8.7856922,,,Actual number of marriages,1,1936,1,12,0,3,25
34,762003,1,1,11.39095,11.369748,,,Actual number of marriages,1,1936,1,12,0,3,25
35,762003,1,1,10.865254,10.297217,,,Actual number of marriages,1,1936,1,12,0,3,25
36,762003,1,1,11.488428,11.488428,,,Actual number of marriages,1,1936,1,12,0,3,25
37,762003,1,1,11.314665,11.235062,,,Actual number of marriages,1,1936,1,12,0,3,25
38,762003,1,1,11.055799,11.055799,,,Actual number of marriages,1,1936,1,12,0,3,25
39,762003,1,1,11.247813,10.887811,,,Actual number of marriages,1,1936,1,12,0,3,25
40,762003,1,1,11.748788,11.237962,,,Actual number of marriages,1,1936,1,12,0,3,25
41,762003,1,1,11.81036,10.848948,,,Actual number of marriages,1,1936,1,12,0,3,25
42,762003,1,1,12.18096,11.676404,,,Actual number of marriages,1,1936,1,12,0,3,25
43,762003,1,1,12.145559,11.5059,,,Actual number of marriages,1,1936,1,12,0,3,25
44,762003,1,1,12.021885,11.441645,,,Actual number of marriages,1,1936,1,12,0,3,25
45,762003,1,1,11.957766,11.433883,,,Actual number of marriages,1,1936,1,12,0,3,25
46,762003,1,1,11.877477,11.508918,,,Actual number of marriages,1,1936,1,12,0,3,25
47,762003,1,1,11.812734,11.3983,,,Actual number of marriages,1,1936,1,12,0,3,25
48,762003,1,1,12.018888,11.766777,,,Actual number of marriages,1,1936,1,12,0,3,25
49,762003,1,1,11.899109,11.505246,,,Actual number of marriages,1,1936,1,12,0,3,25
50,762003,1,1,11.544142,11.247005,,,Actual number of marriages,1,1936,1,12,0,3,25
51,762003,1,1,11.745382,11.42481,,,Actual number of marriages,1,1936,1,12,0,3,25
52,762003,1,1,11.892457,11.586083,,,Actual number of marriages,1,1936,1,12,0,3,25
53,762003,1,1,11.941409,11.435374,,,Actual number of marriages,1,1936,1,12,0,3,25
54,762003,1,1,11.911476,11.497203,,,Actual number of marriages,1,1936,1,12,0,3,25
55,762003,1,1,11.773072,11.567413,,,Actual number of marriages,1,1936,1,12,0,3,25
25,769003,1,1,10.797369,10.752249,,,Actual number of marriages,1,1942,1,16,1,7,30
26,769003,1,1,10.854179,10.854179,,,Actual number of marriages,1,1942,1,16,1,7,30
27,769003,1,1,11.004896,11.004896,,,Actual number of marriages,1,1942,1,16,1,7,30
28,769003,1,1,11.119453,11.082066,,,Actual number of marriages,1,1942,1,16,1,7,30
29,769003,1,1,11.213509,11.213509,,,Actual number of marriages,1,1942,1,16,1,7,30
30,769003,1,1,11.272611,11.272611,,,Actual number of marriages,1,1942,1,16,1,7,30
31,769003,1,1,11.336844,11.336844,,0,Actual number of marriages,1,1942,1,16,1,7,30
32,769003,1,1,11.198899,11.198899,,,Actual number of marriages,1,1942,1,16,1,7,30
33,769003,1,1,11.163547,11.143744,,,Actual number of marriages,1,1942,1,16,1,7,30
34,769003,1,1,11.873951,11.781578,,,Actual number of marriages,1,1942,1,16,1,7,30
35,769003,1,1,11.978239,11.947561,,,Actual number of marriages,1,1942,1,16,1,7,30
36,769003,1,1,12.38544,12.385056,,,Actual number of marriages,1,1942,1,16,1,7,30
37,769003,1,1,12.208999,12.199048,,,Actual number of marriages,1,1942,1,16,1,7,30
38,769003,1,1,12.567993,12.519203,,,Actual number of marriages,1,1942,1,16,1,7,30
39,769003,1,1,12.284033,12.260561,,,Actual number of marriages,1,1942,1,16,1,7,30
40,769003,1,1,12.068533,11.994425,,,Actual number of marriages,1,1942,1,16,1,7,30
41,769003,1,1,12.050202,11.881726,,,Actual number of marriages,1,1942,1,16,1,7,30
42,769003,1,1,12.099697,12.06249,,0,Actual number of marriages,1,1942,1,16,1,7,30
43,769003,0,1,11.72794,11.71709,,,Actual number of marriages,1,1942,1,16,1,7,30
44,769003,1,1,12.453831,11.092854,,,Actual number of marriages,1,1942,1,16,1,7,30
45,769003,1,1,11.376515,10.704759,,,Actual number of marriages,1,1942,1,16,1,7,30
46,769003,1,1,11.831911,11.444432,,,Actual number of marriages,1,1942,1,16,1,7,30
47,769003,1,1,11.744323,11.664788,,,Actual number of marriages,1,1942,1,16,1,7,30
48,769003,1,1,11.586052,11.468764,,,Actual number of marriages,1,1942,1,16,1,7,30
49,769003,1,1,11.641283,11.583943,,,Actual number of marriages,1,1942,1,16,1,7,30
50,769003,1,1,12.055401,11.648941,,,Actual number of marriages,1,1942,1,16,1,7,30
51,769003,1,1,11.651227,11.541691,,,Actual number of marriages,1,1942,1,16,1,7,30
52,769003,1,1,11.770995,11.594904,,,Actual number of marriages,1,1942,1,16,1,7,30
53,769003,1,1,11.741245,11.635455,,,Actual number of marriages,1,1942,1,16,1,7,30
54,769003,1,1,11.915948,11.702471,,,Actual number of marriages,1,1942,1,16,1,7,30
30,769034,1,1,11.117872,10.675317,,0,Actual number of marriages,1,1956,1,13,1,3,18
31,769034,1,1,11.0082,10.427032,,0,Actual number of marriages,1,1956,1,13,1,3,18
32,769034,1,1,11.351077,10.996786,,0,Actual number of marriages,1,1956,1,13,1,3,18
33,769034,1,1,11.326982,10.944612,,0,Actual number of marriages,1,1956,1,13,1,3,18
34,769034,1,1,11.217958,10.736397,,0,Actual number of marriages,1,1956,1,13,1,3,18
35,769034,1,1,10.938805,10.038018,,0,Actual number of marriages,1,1956,1,13,1,3,18
36,769034,1,1,10.988102,10.488771,,,Actual number of marriages,1,1956,1,13,1,3,18
37,769034,1,1,11.248591,10.746741,,,Actual number of marriages,1,1956,1,13,1,3,18
38,769034,1,1,11.196844,10.718844,,,Actual number of marriages,1,1956,1,13,1,3,18
39,769034,1,1,10.972394,9.997817,,,Actual number of marriages,1,1956,1,13,1,3,18
40,769034,1,1,11.178371,10.682927,,,Actual number of marriages,1,1956,1,13,1,3,18
42,769034,1,1,11.443585,11.036007,,,Actual number of marriages,1,1956,1,13,1,3,18
44,769034,1,1,11.25364,10.702795,,,Actual number of marriages,1,1956,1,13,1,3,18
46,769034,1,1,11.466303,11.043082,,,Actual number of marriages,1,1956,1,13,1,3,18
48,769034,1,1,11.498559,11.013798,,,Actual number of marriages,1,1956,1,13,1,3,18
50,769034,1,1,10.74,8.3897715,,,Actual number of marriages,1,1956,1,13,1,3,18
52,769034,1,1,11.496326,10.987038,,,Actual number of marriages,1,1956,1,13,1,3,18
54,769034,0,1,11.459898,10.548508,,,Actual number of marriages,1,1956,1,13,1,3,18
25,771003,1,1,11.270599,10.889827,,,Actual number of marriages,0,1944,1,10,0,2,25
26,771003,1,1,11.051311,10.674026,,,Actual number of marriages,0,1944,1,10,0,2,25
27,771003,1,1,10.68926,10.146395,,,Actual number of marriages,0,1944,1,10,0,2,25
28,771003,1,1,11.05311,10.734656,,,Actual number of marriages,0,1944,1,10,0,2,25
29,771003,1,1,11.080911,11.080911,,,Actual number of marriages,0,1944,1,10,0,2,25
30,771003,1,1,10.975756,10.975756,,,Actual number of marriages,0,1944,1,10,0,2,25
31,771003,1,1,10.787898,10.787898,,,Actual number of marriages,0,1944,1,10,0,2,25
32,771003,1,1,11.189355,11.120179,,,Actual number of marriages,0,1944,1,10,0,2,25
33,771003,1,1,11.228438,11.117212,,,Actual number of marriages,0,1944,1,10,0,2,25
34,771003,1,1,11.285212,11.10104,,,Actual number of marriages,0,1944,1,10,0,2,25
35,771003,1,1,11.347881,11.145026,,,Actual number of marriages,0,1944,1,10,0,2,25
36,771003,1,1,11.328615,10.717974,,,Actual number of marriages,0,1944,1,10,0,2,25
37,771003,1,1,11.710475,11.622801,,0,Actual number of marriages,0,1944,1,10,0,2,25
38,771003,1,1,11.541361,11.450732,,0,Actual number of marriages,0,1944,1,10,0,2,25
39,771003,1,1,11.702221,11.526122,,0,Actual number of marriages,0,1944,1,10,0,2,25
40,771003,1,1,11.610018,11.438198,,0,Actual number of marriages,0,1944,1,10,0,2,25
41,771003,1,1,11.625612,11.484722,,,Actual number of marriages,0,1944,1,10,0,2,25
42,771003,1,1,11.645608,11.475937,,,Actual number of marriages,0,1944,1,10,0,2,25
43,771003,1,1,11.654624,11.461105,,,Actual number of marriages,0,1944,1,10,0,2,25
44,771003,1,1,11.772218,11.444432,,,Actual number of marriages,0,1944,1,10,0,2,25
45,771003,1,1,11.377106,11.377106,,0,Actual number of marriages,0,1944,1,10,0,2,25
46,771003,1,1,11.324183,11.324183,,0,Actual number of marriages,0,1944,1,10,0,2,25
47,771003,1,1,11.279732,11.279732,,,Actual number of marriages,0,1944,1,10,0,2,25
48,771003,1,1,11.336069,11.336069,,,Actual number of marriages,0,1944,1,10,0,2,25
49,771003,1,1,11.17575,11.17575,,,Actual number of marriages,0,1944,1,10,0,2,25
28,773003,1,1,11.055198,10.548153,,,Actual number of marriages,1,1939,1,12,1,2,28
29,773003,1,1,11.141862,10.711079,,,Actual number of marriages,1,1939,1,12,1,2,28
30,773003,1,1,11.512434,10.665005,,,Actual number of marriages,1,1939,1,12,1,2,28
31,773003,1,1,11.178068,10.57124,,,Actual number of marriages,1,1939,1,12,1,2,28
32,773003,1,1,11.237225,10.604702,,,Actual number of marriages,1,1939,1,12,1,2,28
33,773003,1,1,11.076915,10.542284,,,Actual number of marriages,1,1939,1,12,1,2,28
34,773003,1,1,11.137607,10.650128,,,Actual number of marriages,1,1939,1,12,1,2,28
35,773003,1,1,10.873631,10.231316,,,Actual number of marriages,1,1939,1,12,1,2,28
36,773003,1,1,11.214713,10.796609,,,Actual number of marriages,1,1939,1,12,1,2,28
37,773003,1,1,10.959056,10.189251,,,Actual number of marriages,1,1939,1,12,1,2,28
38,773003,1,1,11.041792,10.363441,,,Actual number of marriages,1,1939,1,12,1,2,28
39,773003,1,1,11.171291,10.407892,,,Actual number of marriages,1,1939,1,12,1,2,28
40,773003,1,1,11.227068,10.417239,,,Actual number of marriages,1,1939,1,12,1,2,28
41,773003,1,1,11.123847,10.424324,,,Actual number of marriages,1,1939,1,12,1,2,28
42,773003,1,1,11.178068,10.443483,,,Actual number of marriages,1,1939,1,12,1,2,28
43,773003,1,1,11.25641,10.480297,,,Actual number of marriages,1,1939,1,12,1,2,28
44,773003,1,1,11.537498,11.045479,,,Actual number of marriages,1,1939,1,12,1,2,28
45,773003,1,1,11.353621,10.517591,,,Actual number of marriages,1,1939,1,12,1,2,28
46,773003,1,1,11.200186,10.482346,,,Actual number of marriages,1,1939,1,12,1,2,28
47,773003,1,1,11.39202,10.553858,,,Actual number of marriages,1,1939,1,12,1,2,28
48,773003,1,1,11.320565,10.544815,,0,Actual number of marriages,1,1939,1,12,1,2,28
49,773003,0,1,11.30392,10.375801,,,Actual number of marriages,1,1939,1,12,1,2,28
50,773003,0,1,10.820818,9.3622026,,,Actual number of marriages,1,1939,1,12,1,2,28
51,773003,0,1,10.457106,9.1269588,,,Actual number of marriages,1,1939,1,12,1,2,28
52,773003,1,1,10.880911,9.3899918,,,Actual number of marriages,1,1939,1,12,1,2,28
53,773003,1,1,10.846712,9.3070879,,,Actual number of marriages,1,1939,1,12,1,2,28
54,773003,1,1,10.773071,9.4938898,,,Actual number of marriages,1,1939,1,12,1,2,28
55,773003,0,1,11.349546,10.33462,,,Actual number of marriages,1,1939,1,12,1,2,28
25,773030,1,1,10.376081,10.274706,,0,Actual number of marriages,1,1960,1,12,1,5,19
26,773030,1,1,10.722563,10.438928,,0,Actual number of marriages,1,1960,1,12,1,5,19
27,773030,1,1,10.886748,10.091559,,0,Actual number of marriages,1,1960,1,12,1,5,19
28,773030,1,1,10.999368,10.011957,,0,Actual number of marriages,1,1960,1,12,1,5,19
29,773030,1,1,10.720697,10.705807,,0,Actual number of marriages,1,1960,1,12,1,5,19
30,773030,1,1,10.513703,10.513703,,0,Actual number of marriages,1,1960,1,12,1,5,19
31,773030,1,1,10.891451,10.711747,,0,Actual number of marriages,1,1960,1,12,1,5,19
32,773030,1,1,10.937113,10.700035,,0,Actual number of marriages,1,1960,1,12,1,5,19
33,773030,1,1,11.015141,10.657907,,0,Actual number of marriages,1,1960,1,12,1,5,19
34,773030,1,1,11.229677,10.848168,,0,Actual number of marriages,1,1960,1,12,1,5,19
35,773030,1,1,11.420928,10.792753,,0,Actual number of marriages,1,1960,1,12,1,5,19
36,773030,1,1,11.441024,10.714018,,0,Actual number of marriages,1,1960,1,12,1,5,19
38,773030,1,1,11.7255,10.928444,,0,Actual number of marriages,1,1960,1,12,1,5,19
40,773030,1,1,11.962312,11.188303,,0,Actual number of marriages,1,1960,1,12,1,5,19
42,773030,1,1,12.15052,11.45983,,0,Actual number of marriages,1,1960,1,12,1,5,19
44,773030,1,1,11.19652,11.187769,,,Actual number of marriages,1,1960,1,12,1,5,19
46,773030,1,1,11.782743,11.782743,,0,Actual number of marriages,1,1960,1,12,1,5,19
48,773030,1,1,11.576464,11.576464,,0,Actual number of marriages,1,1960,1,12,1,5,19
50,773030,1,1,11.399168,7.1288166,,0,Actual number of marriages,1,1960,1,12,1,5,19
50,775003,1,0,11.265532,11.121156,,,None,0,1917,1,17,0,2,6
51,775003,1,0,11.664221,11.141862,,,None,0,1917,1,17,0,2,6
52,775003,1,0,11.278898,11.183588,,,None,0,1917,1,17,0,2,6
53,775003,1,0,11.315442,11.134026,,,None,0,1917,1,17,0,2,6
54,775003,1,0,11.538486,11.382406,,,None,0,1917,1,17,0,2,6
55,775003,1,0,11.227827,11.106219,,,None,0,1917,1,17,0,2,6
48,777003,1,1,11.950404,11.321227,,,Actual number of marriages,1,1919,1,12,0,3,8
49,777003,1,1,12.071661,11.551784,,,Actual number of marriages,1,1919,1,12,0,3,8
50,777003,1,1,12.008879,11.504353,,,Actual number of marriages,1,1919,1,12,0,3,8
51,777003,1,1,11.901594,11.334639,,,Actual number of marriages,1,1919,1,12,0,3,8
52,777003,1,1,11.932752,11.340951,,,Actual number of marriages,1,1919,1,12,0,3,8
53,777003,1,1,10.863489,10.601125,,,Actual number of marriages,1,1919,1,12,0,3,8
54,777003,1,1,11.841522,11.218642,,,Actual number of marriages,1,1919,1,12,0,3,8
55,777003,1,1,11.923319,11.189051,,,Actual number of marriages,1,1919,1,12,0,3,8
25,777031,1,0,9.7676678,9.7676678,,0,Actual number of marriages,1,1955,1,16,0,3,23
26,777031,1,0,11.441,11.1688,,0,Actual number of marriages,1,1955,1,16,0,3,23
27,777031,1,1,11.263656,10.977038,,0,Actual number of marriages,1,1955,1,16,0,3,23
28,777031,1,1,11.289932,10.965436,,,Actual number of marriages,1,1955,1,16,0,3,23
29,777031,1,1,11.355921,11.040839,,,Actual number of marriages,1,1955,1,16,0,3,23
30,777031,1,1,11.493946,11.181724,,,Actual number of marriages,1,1955,1,16,0,3,23
31,777031,1,1,11.619554,11.218018,,,Actual number of marriages,1,1955,1,16,0,3,23
32,777031,1,1,11.392113,11.209791,,,Actual number of marriages,1,1955,1,16,0,3,23
33,777031,1,1,11.503521,11.226709,,,Actual number of marriages,1,1955,1,16,0,3,23
34,777031,1,1,11.760098,11.399085,,,Actual number of marriages,1,1955,1,16,0,3,23
35,777031,1,1,11.394953,11.30171,,,Actual number of marriages,1,1955,1,16,0,3,23
36,777031,1,1,11.359775,11.279732,,,Actual number of marriages,1,1955,1,16,0,3,23
37,777031,0,1,11.560028,11.336069,,,Actual number of marriages,1,1955,1,16,0,3,23
38,777031,1,1,10.93784,9.6394129,,,Actual number of marriages,1,1955,1,16,0,3,23
39,777031,1,1,11.223162,10.568235,,,Actual number of marriages,1,1955,1,16,0,3,23
40,777031,1,1,11.419205,10.824504,,,Actual number of marriages,1,1955,1,16,0,3,23
41,777031,1,1,11.627584,11.046595,,,Actual number of marriages,1,1955,1,16,0,3,23
43,777031,1,1,11.908138,11.224843,,,Actual number of marriages,1,1955,1,16,0,3,23
45,777031,1,1,11.867828,11.207351,,,Actual number of marriages,1,1955,1,16,0,3,23
47,777031,1,1,11.99326,11.287279,,,Actual number of marriages,1,1955,1,16,0,3,23
49,777031,1,1,12.040236,11.491357,,,Actual number of marriages,1,1955,1,16,0,3,23
51,777031,1,1,11.271363,10.608069,,,Actual number of marriages,1,1955,1,16,0,3,23
53,777031,1,1,11.512202,10.629498,,,Actual number of marriages,1,1955,1,16,0,3,23
51,779003,1,1,12.538867,11.866128,,,Actual number of marriages,1,1916,1,16,1,4,5
52,779003,1,1,12.528156,11.874229,,,Actual number of marriages,1,1916,1,16,1,4,5
53,779003,1,1,12.598999,11.876735,,,Actual number of marriages,1,1916,1,16,1,4,5
54,779003,1,1,12.292446,11.883427,,,Actual number of marriages,1,1916,1,16,1,4,5
55,779003,1,1,12.4302,11.865833,,,Actual number of marriages,1,1916,1,16,1,4,5
25,779030,1,1,11.251125,9.0671625,,,Actual number of marriages,1,1945,1,17,1,2,28
26,779030,1,1,11.121393,10.885004,,,Actual number of marriages,1,1945,1,17,1,2,28
27,779030,1,1,10.917499,10.066201,,,Actual number of marriages,1,1945,1,17,1,2,28
28,779030,1,1,10.820628,8.932477,,,Actual number of marriages,1,1945,1,17,1,2,28
29,779030,1,1,10.671267,9.3869371,,,Actual number of marriages,1,1945,1,17,1,2,28
30,779030,1,1,10.960132,10.664667,,,Actual number of marriages,1,1945,1,17,1,2,28
31,779030,1,1,10.861246,10.672328,,,Actual number of marriages,1,1945,1,17,1,2,28
32,779030,1,1,10.901395,10.644854,,,Actual number of marriages,1,1945,1,17,1,2,28
33,779030,1,1,11.285581,10.983256,,0,Actual number of marriages,1,1945,1,17,1,2,28
34,779030,1,1,11.303376,10.478026,,0,Actual number of marriages,1,1945,1,17,1,2,28
35,779030,1,1,11.393635,11.194784,,0,Actual number of marriages,1,1945,1,17,1,2,28
36,779030,1,1,11.315742,11.09741,,0,Actual number of marriages,1,1945,1,17,1,2,28
37,779030,1,1,11.381084,11.237764,,0,Actual number of marriages,1,1945,1,17,1,2,28
38,779030,1,1,11.309321,11.243699,,0,Actual number of marriages,1,1945,1,17,1,2,28
39,779030,1,1,11.572556,11.458575,,0,Actual number of marriages,1,1945,1,17,1,2,28
40,779030,1,1,11.809587,11.71709,,0,Actual number of marriages,1,1945,1,17,1,2,28
41,779030,1,1,11.611648,11.49832,,0,Actual number of marriages,1,1945,1,17,1,2,28
42,779030,1,1,12.166401,12.097095,,,Actual number of marriages,1,1945,1,17,1,2,28
43,779030,1,1,11.883389,11.790178,,,Actual number of marriages,1,1945,1,17,1,2,28
44,779030,1,1,11.894576,11.818938,,,Actual number of marriages,1,1945,1,17,1,2,28
45,779030,1,1,12.030795,11.960172,,,Actual number of marriages,1,1945,1,17,1,2,28
46,779030,1,1,11.985301,11.91572,,,Actual number of marriages,1,1945,1,17,1,2,28
47,779030,1,1,11.952908,11.692744,,,Actual number of marriages,1,1945,1,17,1,2,28
48,779030,1,1,12.098277,11.663039,,,Actual number of marriages,1,1945,1,17,1,2,28
49,779030,1,1,12.17769,11.638705,,,Actual number of marriages,1,1945,1,17,1,2,28
50,779030,1,1,11.869646,11.533172,,,Actual number of marriages,1,1945,1,17,1,2,28
51,779030,1,1,10.715717,8.2493134,,,Actual number of marriages,1,1945,1,17,1,2,28
53,779030,0,1,11.645873,11.467405,,,Actual number of marriages,1,1945,1,17,1,2,28
25,779036,1,1,11.50973,10.754279,,0,Actual number of marriages,1,1950,1,17,1,2,23
26,779036,1,1,11.483953,10.717834,,0,Actual number of marriages,1,1950,1,17,1,2,23
27,779036,1,1,11.464134,10.768906,,0,Actual number of marriages,1,1950,1,17,1,2,23
28,779036,1,1,11.472604,10.918718,,,Actual number of marriages,1,1950,1,17,1,2,23
29,779036,1,1,11.418889,10.966905,,,Actual number of marriages,1,1950,1,17,1,2,23
30,779036,1,1,11.490435,10.996333,,,Actual number of marriages,1,1950,1,17,1,2,23
31,779036,1,1,11.141044,10.992049,,,Actual number of marriages,1,1950,1,17,1,2,23
32,779036,1,1,11.373957,11.316545,,,Actual number of marriages,1,1950,1,17,1,2,23
33,779036,1,1,11.157777,11.105198,,,Actual number of marriages,1,1950,1,17,1,2,23
34,779036,0,1,11.688524,11.328522,,,Actual number of marriages,1,1950,1,17,1,2,23
35,779036,1,1,11.507491,11.005593,,,Actual number of marriages,1,1950,1,17,1,2,23
36,779036,1,1,11.564274,11.275176,,,Actual number of marriages,1,1950,1,17,1,2,23
37,779036,1,1,11.307695,11.249012,,,Actual number of marriages,1,1950,1,17,1,2,23
38,779036,1,1,11.27163,11.081527,,,Actual number of marriages,1,1950,1,17,1,2,23
39,779036,1,1,11.607424,11.340902,,,Actual number of marriages,1,1950,1,17,1,2,23
40,779036,1,1,10.670257,10.429872,,,Actual number of marriages,1,1950,1,17,1,2,23
43,779036,1,1,10.832234,10.815737,,,Actual number of marriages,1,1950,1,17,1,2,23
44,779036,1,1,11.212739,11.079086,,,Actual number of marriages,1,1950,1,17,1,2,23
45,779036,1,1,11.505088,11.096453,,,Actual number of marriages,1,1950,1,17,1,2,23
46,779036,1,1,11.626219,11.284266,,,Actual number of marriages,1,1950,1,17,1,2,23
48,779036,1,1,12.097038,11.387362,,,Actual number of marriages,1,1950,1,17,1,2,23
50,779036,1,1,12.225858,11.937539,,,Actual number of marriages,1,1950,1,17,1,2,23
52,779036,1,1,11.57396,10.999597,,,Actual number of marriages,1,1950,1,17,1,2,23
26,780030,1,1,11.775451,11.369748,,0,Actual number of marriages,1,1944,1,14,1,3,28
27,780030,1,1,10.862532,10.604702,,,Actual number of marriages,1,1944,1,14,1,3,28
28,780030,1,1,10.734656,10.734656,,,Actual number of marriages,1,1944,1,14,1,3,28
29,780030,1,1,10.898589,10.898589,,,Actual number of marriages,1,1944,1,14,1,3,28
30,780030,1,1,11.356928,11.129907,,,Actual number of marriages,1,1944,1,14,1,3,28
31,780030,1,1,11.664073,11.293276,,,Actual number of marriages,1,1944,1,14,1,3,28
32,780030,1,1,11.1925,11.120179,,,Actual number of marriages,1,1944,1,14,1,3,28
33,780030,1,1,11.616204,11.561408,,,Actual number of marriages,1,1944,1,14,1,3,28
34,780030,1,1,10.983256,10.918718,,,Actual number of marriages,1,1944,1,14,1,3,28
35,780030,1,1,10.995075,10.995075,,,Actual number of marriages,1,1944,1,14,1,3,28
