agef,pid,current_workingf,maritalf,logfamincf,logincf,n_logincf,ownhomef,num_marriagef,marriedf,birthyearf,whitef,eduf,fambus_everf,n_childf,n_obsf
45,4003,1,1,10.742043,10.06829,,,Actual number of marriages,0,1922,1,8,1,7,10
46,4003,1,1,10.208934,9.4630737,,,Actual number of marriages,0,1922,1,8,1,7,10
47,4003,1,1,10.652559,9.1572561,,0,Actual number of marriages,0,1922,1,8,1,7,10
48,4003,1,1,11.417176,10.51576,,,Actual number of marriages,0,1922,1,8,1,7,10
49,4003,1,1,12.008019,11.098322,,,Actual number of marriages,0,1922,1,8,1,7,10
50,4003,1,1,11.456877,10.863489,,,Actual number of marriages,0,1922,1,8,1,7,10
51,4003,1,1,11.81488,11.222844,,,Actual number of marriages,0,1922,1,8,1,7,10
52,4003,1,1,12.255022,11.540122,,,Actual number of marriages,0,1922,1,8,1,7,10
53,4003,1,1,12.2093,11.447427,,,Actual number of marriages,0,1922,1,8,1,7,10
54,4003,1,1,11.251207,10.475822,,,Actual number of marriages,0,1922,1,8,1,7,10
25,4033,1,1,11.010365,10.101475,,,Actual number of marriages,1,1951,1,10,1,10,26
26,4033,1,1,10.936959,10.092288,,,Actual number of marriages,1,1951,1,10,1,10,26
27,4033,1,1,11.10658,10.295967,,,Actual number of marriages,1,1951,1,10,1,10,26
28,4033,1,1,11.146842,10.502599,,,Actual number of marriages,1,1951,1,10,1,10,26
29,4033,1,1,11.057818,10.278494,,,Actual number of marriages,1,1951,1,10,1,10,26
30,4033,1,1,10.951227,10.097737,,,Actual number of marriages,1,1951,1,10,1,10,26
31,4033,1,1,10.981709,10.122623,,,Actual number of marriages,1,1951,1,10,1,10,26
32,4033,1,1,11.036205,10.185277,,,Actual number of marriages,1,1951,1,10,1,10,26
33,4033,0,1,11.166492,10.453053,,,Actual number of marriages,1,1951,1,10,1,10,26
34,4033,1,1,10.985845,10.194663,,,Actual number of marriages,1,1951,1,10,1,10,26
35,4033,1,1,11.126676,10.399707,,,Actual number of marriages,1,1951,1,10,1,10,26
36,4033,1,1,11.120179,10.544815,,,Actual number of marriages,1,1951,1,10,1,10,26
37,4033,1,1,11.077927,10.449004,,,Actual number of marriages,1,1951,1,10,1,10,26
38,4033,1,1,10.85064,10.05535,,,Actual number of marriages,1,1951,1,10,1,10,26
39,4033,1,1,10.990604,10.407892,,,Actual number of marriages,1,1951,1,10,1,10,26
40,4033,1,1,11.280065,10.564112,,,Actual number of marriages,1,1951,1,10,1,10,26
41,4033,0,1,10.994096,7.4442487,,,Actual number of marriages,1,1951,1,10,1,10,26
42,4033,1,1,11.063541,9.6116867,,,Actual number of marriages,1,1951,1,10,1,10,26
43,4033,1,1,11.383231,10.481224,,,Actual number of marriages,1,1951,1,10,1,10,26
44,4033,1,1,11.290637,10.403306,,,Actual number of marriages,1,1951,1,10,1,10,26
45,4033,1,1,11.309803,10.377545,,,Actual number of marriages,1,1951,1,10,1,10,26
47,4033,1,1,11.42112,10.332767,,,Actual number of marriages,1,1951,1,10,1,10,26
49,4033,1,1,11.166529,10.372553,,,Actual number of marriages,1,1951,1,10,1,10,26
51,4033,1,1,10.674666,10.30378,,,Actual number of marriages,1,1951,1,10,1,10,26
53,4033,1,1,10.301216,9.9193611,,,Actual number of marriages,1,1951,1,10,1,10,26
55,4033,0,1,11.576617,10.217203,,,Actual number of marriages,1,1951,1,10,1,10,26
25,4180,1,0,10.638496,10.046982,,,Actual number of marriages,0,1964,1,11,1,10,9
26,4180,1,0,10.6551,10.29011,,,Actual number of marriages,0,1964,1,11,1,10,9
27,4180,0,0,10.517591,10.327238,,,Actual number of marriages,0,1964,1,11,1,10,9
28,4180,1,0,10.146817,9.4591513,,,Actual number of marriages,0,1964,1,11,1,10,9
34,4180,1,1,11.021118,10.758754,,,Actual number of marriages,0,1964,1,11,1,10,9
36,4180,1,1,10.756335,10.643576,,,Actual number of marriages,0,1964,1,11,1,10,9
38,4180,0,1,10.215016,9.2462883,,,Actual number of marriages,0,1964,1,11,1,10,9
44,4180,1,1,11.102753,10.477851,,,Actual number of marriages,0,1964,1,11,1,10,9
46,4180,1,1,10.752664,10.740735,,,Actual number of marriages,0,1964,1,11,1,10,9
25,4034,1,1,10.771932,10.750878,,,Actual number of marriages,1,1954,1,12,1,2,13
26,4034,1,1,10.785311,10.785311,,,Actual number of marriages,1,1954,1,12,1,2,13
27,4034,1,1,10.681894,10.681894,,,Actual number of marriages,1,1954,1,12,1,2,13
30,4034,1,1,10.699913,10.578217,,,Actual number of marriages,1,1954,1,12,1,2,13
31,4034,1,1,10.879442,10.800799,,,Actual number of marriages,1,1954,1,12,1,2,13
32,4034,1,1,10.951674,10.871792,,,Actual number of marriages,1,1954,1,12,1,2,13
33,4034,1,1,10.832497,10.745485,,,Actual number of marriages,1,1954,1,12,1,2,13
34,4034,1,1,10.965695,10.858383,,,Actual number of marriages,1,1954,1,12,1,2,13
35,4034,1,1,10.864427,10.785311,,,Actual number of marriages,1,1954,1,12,1,2,13
36,4034,1,1,10.881363,10.881363,,,Actual number of marriages,1,1954,1,12,1,2,13
37,4034,1,1,10.981565,10.92204,,,Actual number of marriages,1,1954,1,12,1,2,13
38,4034,1,1,11.404109,11.378033,,,Actual number of marriages,1,1954,1,12,1,2,13
39,4034,0,1,11.667074,11.17575,,,Actual number of marriages,1,1954,1,12,1,2,13
25,4036,1,1,11.310699,10.898589,,,Actual number of marriages,0,1948,1,16,1,2,25
26,4036,1,1,11.133471,10.720863,,,Actual number of marriages,0,1948,1,16,1,2,25
27,4036,1,1,11.406108,10.936601,,,Actual number of marriages,0,1948,1,16,1,2,25
28,4036,1,1,11.33831,10.916379,,,Actual number of marriages,0,1948,1,16,1,2,25
29,4036,1,1,11.09641,10.856611,,,Actual number of marriages,0,1948,1,16,1,2,25
30,4036,1,1,11.070007,10.86391,,,Actual number of marriages,0,1948,1,16,1,2,25
31,4036,1,1,11.041217,10.978268,,,Actual number of marriages,0,1948,1,16,1,2,25
32,4036,1,1,11.213802,11.004253,,,Actual number of marriages,0,1948,1,16,1,2,25
33,4036,1,1,11.390079,10.962735,,,Actual number of marriages,0,1948,1,16,1,2,25
34,4036,1,1,11.41158,10.930437,,,Actual number of marriages,0,1948,1,16,1,2,25
35,4036,1,1,11.235304,10.058167,,,Actual number of marriages,0,1948,1,16,1,2,25
36,4036,1,1,11.239994,10.27265,,,Actual number of marriages,0,1948,1,16,1,2,25
37,4036,1,1,12.090658,11.533255,,,Actual number of marriages,0,1948,1,16,1,2,25
38,4036,1,1,11.927212,11.256757,,,Actual number of marriages,0,1948,1,16,1,2,25
39,4036,1,1,11.856894,10.992239,,,Actual number of marriages,0,1948,1,16,1,2,25
40,4036,1,1,11.720086,11.119845,,,Actual number of marriages,0,1948,1,16,1,2,25
41,4036,1,1,11.622229,11.181848,,,Actual number of marriages,0,1948,1,16,1,2,25
42,4036,1,1,11.551762,11.202693,,,Actual number of marriages,0,1948,1,16,1,2,25
43,4036,1,1,11.714396,11.129115,,,Actual number of marriages,0,1948,1,16,1,2,25
44,4036,1,1,12.589415,11.791296,,,Actual number of marriages,0,1948,1,16,1,2,25
45,4036,1,1,12.231049,11.115109,,,Actual number of marriages,0,1948,1,16,1,2,25
46,4036,1,1,12.109591,11.027794,,,Actual number of marriages,0,1948,1,16,1,2,25
47,4036,1,1,12.183891,10.942294,,,Actual number of marriages,0,1948,1,16,1,2,25
48,4036,1,1,12.011509,11.070693,,,Actual number of marriages,0,1948,1,16,1,2,25
50,4036,1,1,11.908138,11.205041,,,Actual number of marriages,0,1948,1,16,1,2,25
25,5003,1,1,11.036501,10.711079,,,Actual number of marriages,1,1943,1,11,0,4,26
26,5003,1,1,10.657495,10.593981,,0,Actual number of marriages,1,1943,1,11,0,4,26
27,5003,1,1,10.602492,10.602492,,,Actual number of marriages,1,1943,1,11,0,4,26
28,5003,1,1,10.428246,10.428246,,,Actual number of marriages,1,1943,1,11,0,4,26
29,5003,1,1,10.636216,10.446974,,0,Actual number of marriages,1,1943,1,11,0,4,26
30,5003,1,1,11.167853,11.167853,,0,Actual number of marriages,1,1943,1,11,0,4,26
31,5003,1,1,11.000123,10.967387,,0,Actual number of marriages,1,1943,1,11,0,4,26
32,5003,1,1,10.419672,8.7235374,,0,Actual number of marriages,1,1943,1,11,0,4,26
33,5003,1,1,10.937532,10.868507,,,Actual number of marriages,1,1943,1,11,0,4,26
34,5003,1,1,10.971167,10.848948,,,Actual number of marriages,1,1943,1,11,0,4,26
35,5003,1,1,10.83664,10.542812,,,Actual number of marriages,1,1943,1,11,0,4,26
36,5003,1,1,10.878666,10.397238,,,Actual number of marriages,1,1943,1,11,0,4,26
37,5003,1,1,10.806884,10.391822,,,Actual number of marriages,1,1943,1,11,0,4,26
38,5003,1,1,11.163946,10.796305,,,Actual number of marriages,1,1943,1,11,0,4,26
39,5003,0,1,10.566154,10.102421,,,Actual number of marriages,1,1943,1,11,0,4,26
40,5003,0,1,9.6054592,8.7806339,,,Actual number of marriages,1,1943,1,11,0,4,26
41,5003,1,1,9.8476725,8.037672,,,Actual number of marriages,1,1943,1,11,0,4,26
42,5003,1,1,10.002292,8.8411589,,,Actual number of marriages,1,1943,1,11,0,4,26
43,5003,1,1,10.587569,10.014045,,,Actual number of marriages,1,1943,1,11,0,4,26
44,5003,1,1,11.084552,10.335464,,,Actual number of marriages,1,1943,1,11,0,4,26
45,5003,1,1,10.810292,10.139918,,,Actual number of marriages,1,1943,1,11,0,4,26
46,5003,1,1,11.234005,10.566175,,,Actual number of marriages,1,1943,1,11,0,4,26
47,5003,1,1,10.967508,10.29011,,,Actual number of marriages,1,1943,1,11,0,4,26
50,5003,1,1,10.834854,10.636603,,,Actual number of marriages,1,1943,1,11,0,4,26
51,5003,1,1,10.724134,10.483494,,,Actual number of marriages,1,1943,1,11,0,4,26
52,5003,1,1,10.581221,10.581221,,,Actual number of marriages,1,1943,1,11,0,4,26
45,6004,1,1,10.974161,10.688735,,0,Actual number of marriages,1,1922,1,8,1,4,11
46,6004,1,1,11.81261,11.144658,,0,Actual number of marriages,1,1922,1,8,1,4,11
47,6004,1,1,11.761936,10.941169,,0,Actual number of marriages,1,1922,1,8,1,4,11
48,6004,1,1,11.586068,11.045599,,0,Actual number of marriages,1,1922,1,8,1,4,11
49,6004,1,1,11.997154,11.176014,,0,Actual number of marriages,1,1922,1,8,1,4,11
50,6004,1,1,11.329363,10.674109,,0,Actual number of marriages,1,1922,1,8,1,4,11
51,6004,1,1,11.854101,11.323857,,0,Actual number of marriages,1,1922,1,8,1,4,11
52,6004,1,1,12.138906,11.476076,,0,Actual number of marriages,1,1922,1,8,1,4,11
53,6004,1,1,11.342066,10.754279,,0,Actual number of marriages,1,1922,1,8,1,4,11
54,6004,1,1,12.171874,11.462439,,0,Actual number of marriages,1,1922,1,8,1,4,11
55,6004,1,1,12.123451,11.377766,,0,Actual number of marriages,1,1922,1,8,1,4,11
25,6032,0,1,11.276487,7.0548816,,,Actual number of marriages,1,1954,1,17,1,4,24
26,6032,0,1,10.951438,7.9759083,,,Actual number of marriages,1,1954,1,17,1,4,24
27,6032,1,1,10.800351,10.740735,,,Actual number of marriages,1,1954,1,17,1,4,24
28,6032,1,1,12.226757,11.552575,,,Actual number of marriages,1,1954,1,17,1,4,24
29,6032,1,1,12.345356,11.735467,,,Actual number of marriages,1,1954,1,17,1,4,24
30,6032,1,1,12.350173,11.691563,,,Actual number of marriages,1,1954,1,17,1,4,24
31,6032,1,1,11.538398,11.398636,,,Actual number of marriages,1,1954,1,17,1,4,24
32,6032,1,1,12.045798,11.822815,,,Actual number of marriages,1,1954,1,17,1,4,24
33,6032,1,1,12.408895,12.145325,,,Actual number of marriages,1,1954,1,17,1,4,24
34,6032,1,1,11.966069,11.892457,,,Actual number of marriages,1,1954,1,17,1,4,24
35,6032,1,1,12.145288,11.860903,,,Actual number of marriages,1,1954,1,17,1,4,24
36,6032,1,1,12.161912,11.874229,,,Actual number of marriages,1,1954,1,17,1,4,24
37,6032,1,1,12.411134,11.746257,,,Actual number of marriages,1,1954,1,17,1,4,24
38,6032,1,1,11.55586,11.800958,,,Actual number of marriages,1,1954,1,17,1,4,24
39,6032,1,1,12.054183,11.663039,,,Actual number of marriages,1,1954,1,17,1,4,24
40,6032,1,1,11.933487,11.533332,,,Actual number of marriages,1,1954,1,17,1,4,24
41,6032,1,1,12.063792,11.963961,,,Actual number of marriages,1,1954,1,17,1,4,24
42,6032,1,1,11.963861,11.427367,,,Actual number of marriages,1,1954,1,17,1,4,24
44,6032,1,1,12.885672,11.846894,,,Actual number of marriages,1,1954,1,17,1,4,24
46,6032,1,1,12.361023,11.485555,,,Actual number of marriages,1,1954,1,17,1,4,24
48,6032,1,1,11.970376,11.547075,,,Actual number of marriages,1,1954,1,17,1,4,24
50,6032,1,1,12.441011,11.589423,,,Actual number of marriages,1,1954,1,17,1,4,24
52,6032,1,1,12.205672,11.216875,,,Actual number of marriages,1,1954,1,17,1,4,24
54,6032,1,1,11.921087,11.602172,,,Actual number of marriages,1,1954,1,17,1,4,24
26,6030,1,1,11.173211,11.052392,,,Actual number of marriages,1,1944,1,11,1,3,25
27,6030,1,1,11.39583,10.970161,,,Actual number of marriages,1,1944,1,11,1,3,25
28,6030,1,1,11.238834,10.96229,,,Actual number of marriages,1,1944,1,11,1,3,25
29,6030,1,1,11.137607,10.94738,,,Actual number of marriages,1,1944,1,11,1,3,25
30,6030,1,1,11.294209,10.933196,,,Actual number of marriages,1,1944,1,11,1,3,25
31,6030,1,1,11.456905,10.887811,,,Actual number of marriages,1,1944,1,11,1,3,25
32,6030,1,1,11.513065,10.889193,,,Actual number of marriages,1,1944,1,11,1,3,25
33,6030,1,1,11.685197,10.842544,,,Actual number of marriages,1,1944,1,11,1,3,25
34,6030,1,1,12.487334,11.659385,,,Actual number of marriages,1,1944,1,11,1,3,25
35,6030,1,1,11.74229,10.777472,,,Actual number of marriages,1,1944,1,11,1,3,25
36,6030,1,1,11.725412,10.748497,,,Actual number of marriages,1,1944,1,11,1,3,25
37,6030,1,1,11.567413,10.481224,,,Actual number of marriages,1,1944,1,11,1,3,25
38,6030,1,1,11.457624,10.367919,,,Actual number of marriages,1,1944,1,11,1,3,25
39,6030,1,1,11.776366,10.783114,,,Actual number of marriages,1,1944,1,11,1,3,25
40,6030,1,1,11.839348,10.880497,,,Actual number of marriages,1,1944,1,11,1,3,25
41,6030,1,1,11.852892,10.920601,,,Actual number of marriages,1,1944,1,11,1,3,25
42,6030,1,1,11.982117,11.067433,,,Actual number of marriages,1,1944,1,11,1,3,25
43,6030,1,1,11.873951,11.525644,,,Actual number of marriages,1,1944,1,11,1,3,25
44,6030,1,1,11.835299,10.875425,,,Actual number of marriages,1,1944,1,11,1,3,25
45,6030,1,1,11.729326,10.723606,,,Actual number of marriages,1,1944,1,11,1,3,25
46,6030,1,1,11.737028,10.777155,,,Actual number of marriages,1,1944,1,11,1,3,25
47,6030,1,1,11.556942,10.439681,,,Actual number of marriages,1,1944,1,11,1,3,25
48,6030,1,1,11.476718,10.940756,,,Actual number of marriages,1,1944,1,11,1,3,25
49,6030,1,1,11.693944,10.672631,,,Actual number of marriages,1,1944,1,11,1,3,25
50,6030,1,1,11.778451,11.079086,,,Actual number of marriages,1,1944,1,11,1,3,25
51,7003,1,1,11.0487,10.908463,,,Actual number of marriages,1,1916,1,7,0,3,5
52,7003,1,1,10.937172,10.811968,,,Actual number of marriages,1,1916,1,7,0,3,5
53,7003,1,1,10.845569,10.839816,,,Actual number of marriages,1,1916,1,7,0,3,5
54,7003,1,1,10.943241,10.870756,,,Actual number of marriages,1,1916,1,7,0,3,5
55,7003,1,1,11.366057,10.827846,,,Actual number of marriages,1,1916,1,7,0,3,5
25,7031,1,1,10.925785,9.9641218,,0,Actual number of marriages,0,1954,1,12,1,3,13
26,7031,0,1,9.5416031,9.0340462,,0,Actual number of marriages,0,1954,1,12,1,3,13
27,7031,0,1,10.193542,9.7800446,,0,Actual number of marriages,0,1954,1,12,1,3,13
34,7031,1,1,10.38838,9.2252293,,0,Actual number of marriages,0,1954,1,12,1,3,13
35,7031,1,1,10.718897,9.0776272,,0,Actual number of marriages,0,1954,1,12,1,3,13
36,7031,1,1,10.674521,9.8201056,,0,Actual number of marriages,0,1954,1,12,1,3,13
37,7031,1,1,10.579895,8.8593636,,0,Actual number of marriages,0,1954,1,12,1,3,13
38,7031,1,1,10.856484,8.0320349,,0,Actual number of marriages,0,1954,1,12,1,3,13
39,7031,1,1,11.451871,7.057898,,0,Actual number of marriages,0,1954,1,12,1,3,13
40,7031,0,1,10.904708,7.9779682,,0,Actual number of marriages,0,1954,1,12,1,3,13
42,7031,0,1,11.396909,10.59112,,0,Actual number of marriages,0,1954,1,12,1,3,13
44,7031,0,1,10.672651,4.4796071,,0,Actual number of marriages,0,1954,1,12,1,3,13
54,7031,0,1,10.730554,5.4026775,,0,Actual number of marriages,0,1954,1,12,1,3,13
32,7036,0,1,9.8675137,6.8672457,,0,Actual number of marriages,0,1957,1,11,1,3,3
36,7036,0,1,9.0845413,5.2943091,,0,Actual number of marriages,0,1957,1,11,1,3,3
51,7036,0,1,10.807065,9.5391235,,,Actual number of marriages,0,1957,1,11,1,3,3
25,10030,1,1,11.267997,11.010167,,0,Actual number of marriages,1,1946,0,14,1,3,24
26,10030,1,1,11.279883,10.709338,,0,Actual number of marriages,1,1946,0,14,1,3,24
27,10030,1,1,11.191259,10.541915,,0,Actual number of marriages,1,1946,0,14,1,3,24
28,10030,1,1,11.218702,10.688074,,0,Actual number of marriages,1,1946,0,14,1,3,24
29,10030,1,1,11.130757,10.348814,,0,Actual number of marriages,1,1946,0,14,1,3,24
30,10030,1,1,11.001043,10.13935,,0,Actual number of marriages,1,1946,0,14,1,3,24
31,10030,1,1,11.289484,10.388133,,0,Actual number of marriages,1,1946,0,14,1,3,24
32,10030,1,1,11.2064,10.608563,,0,Actual number of marriages,1,1946,0,14,1,3,24
33,10030,1,1,11.240198,10.669653,,0,Actual number of marriages,1,1946,0,14,1,3,24
34,10030,0,1,10.990266,9.9637823,,0,Actual number of marriages,1,1946,0,14,1,3,24
35,10030,0,1,11.154168,10.363441,,0,Actual number of marriages,1,1946,0,14,1,3,24
36,10030,1,1,11.169942,10.444707,,0,Actual number of marriages,1,1946,0,14,1,3,24
37,10030,1,1,11.137286,10.495432,,0,Actual number of marriages,1,1946,0,14,1,3,24
38,10030,1,1,11.185421,10.38406,,,Actual number of marriages,1,1946,0,14,1,3,24
39,10030,1,1,11.351702,10.666228,,,Actual number of marriages,1,1946,0,14,1,3,24
40,10030,1,1,11.105474,9.7738447,,,Actual number of marriages,1,1946,0,14,1,3,24
41,10030,1,1,11.693979,10.807179,,,Actual number of marriages,1,1946,0,14,1,3,24
42,10030,1,1,11.693329,10.911628,,,Actual number of marriages,1,1946,0,14,1,3,24
43,10030,1,1,11.673417,10.192209,,,Actual number of marriages,1,1946,0,14,1,3,24
44,10030,1,1,11.674339,10.736397,,,Actual number of marriages,1,1946,0,14,1,3,24
45,10030,1,1,11.517873,10.651123,,,Actual number of marriages,1,1946,0,14,1,3,24
46,10030,1,1,11.27352,9.1024771,,,Actual number of marriages,1,1946,0,14,1,3,24
47,10030,1,1,11.508034,4.4188404,,,Actual number of marriages,1,1946,0,14,1,3,24
54,10030,1,1,10.181498,10.181498,,0,Actual number of marriages,1,1946,0,14,1,3,24
39,13004,1,1,11.421969,11.179927,,,Actual number of marriages,0,1928,1,11,0,2,17
40,13004,1,1,11.295612,11.181371,,,Actual number of marriages,0,1928,1,11,0,2,17
41,13004,1,1,11.43689,11.199014,,,Actual number of marriages,0,1928,1,11,0,2,17
42,13004,1,1,11.518968,11.260411,,,Actual number of marriages,0,1928,1,11,0,2,17
43,13004,1,1,11.493561,11.214308,,,Actual number of marriages,0,1928,1,11,0,2,17
44,13004,1,1,11.495754,11.05311,,,Actual number of marriages,0,1928,1,11,0,2,17
45,13004,1,1,11.609331,11.159029,,,Actual number of marriages,0,1928,1,11,0,2,17
46,13004,1,1,11.555174,11.129907,,,Actual number of marriages,0,1928,1,11,0,2,17
47,13004,1,1,11.188656,10.107652,,,Actual number of marriages,0,1928,1,11,0,2,17
48,13004,1,1,11.560328,10.873319,,,Actual number of marriages,0,1928,1,11,0,2,17
49,13004,1,1,11.469525,10.747852,,,Actual number of marriages,0,1928,1,11,0,2,17
50,13004,1,1,11.403569,10.653015,,,Actual number of marriages,0,1928,1,11,0,2,17
51,13004,1,1,11.465079,10.832557,,,Actual number of marriages,0,1928,1,11,0,2,17
52,13004,1,1,11.365606,10.732685,,,Actual number of marriages,0,1928,1,11,0,2,17
53,13004,1,1,11.261499,10.447629,,,Actual number of marriages,0,1928,1,11,0,2,17
54,13004,1,1,11.593603,11.152243,,,Actual number of marriages,0,1928,1,11,0,2,17
55,13004,0,1,11.324654,10.620595,,,Actual number of marriages,0,1928,1,11,0,2,17
29,13030,1,1,11.423832,11.419494,,,Actual number of marriages,1,1948,1,14,1,2,23
30,13030,1,1,11.500934,11.482137,,,Actual number of marriages,1,1948,1,14,1,2,23
31,13030,1,1,11.153976,11.092655,,,Actual number of marriages,1,1948,1,14,1,2,23
32,13030,1,1,10.680419,10.379876,,,Actual number of marriages,1,1948,1,14,1,2,23
33,13030,1,1,11.268839,11.210739,,,Actual number of marriages,1,1948,1,14,1,2,23
34,13030,1,1,11.245277,11.152243,,0,Actual number of marriages,1,1948,1,14,1,2,23
35,13030,1,1,11.684454,11.627135,,,Actual number of marriages,1,1948,1,14,1,2,23
36,13030,1,1,11.584197,11.529192,,,Actual number of marriages,1,1948,1,14,1,2,23
37,13030,1,1,11.519082,11.470957,,,Actual number of marriages,1,1948,1,14,1,2,23
38,13030,1,1,11.629581,11.57322,,,Actual number of marriages,1,1948,1,14,1,2,23
39,13030,1,1,11.495013,11.368015,,,Actual number of marriages,1,1948,1,14,1,2,23
40,13030,1,1,11.47209,11.376991,,,Actual number of marriages,1,1948,1,14,1,2,23
41,13030,1,1,11.749129,11.678033,,,Actual number of marriages,1,1948,1,14,1,2,23
42,13030,1,1,11.785819,11.751627,,,Actual number of marriages,1,1948,1,14,1,2,23
43,13030,1,1,11.775782,11.707175,,,Actual number of marriages,1,1948,1,14,1,2,23
44,13030,1,1,11.882183,11.826275,,,Actual number of marriages,1,1948,1,14,1,2,23
45,13030,1,1,12.256379,12.223475,,,Actual number of marriages,1,1948,1,14,1,2,23
46,13030,1,1,11.984907,11.922802,,,Actual number of marriages,1,1948,1,14,1,2,23
47,13030,1,1,11.829406,11.753243,,,Actual number of marriages,1,1948,1,14,1,2,23
48,13030,1,1,11.962905,11.901674,,,Actual number of marriages,1,1948,1,14,1,2,23
50,13030,1,1,12.025402,11.883176,,,Actual number of marriages,1,1948,1,14,1,2,23
52,13030,1,1,12.048779,11.907446,,,Actual number of marriages,1,1948,1,14,1,2,23
54,13030,1,1,12.162053,12.068131,,,Actual number of marriages,1,1948,1,14,1,2,23
25,14030,1,1,11.148017,11.049778,,0,Actual number of marriages,1,1963,1,13,1,2,13
26,14030,1,1,11.037741,11.004431,,0,Actual number of marriages,1,1963,1,13,1,2,13
27,14030,1,1,11.218822,11.043881,,,Actual number of marriages,1,1963,1,13,1,2,13
28,14030,1,1,11.186641,11.110655,,,Actual number of marriages,1,1963,1,13,1,2,13
29,14030,1,1,11.157821,11.157821,,,Actual number of marriages,1,1963,1,13,1,2,13
30,14030,1,1,11.285419,11.17575,,,Actual number of marriages,1,1963,1,13,1,2,13
31,14030,1,1,11.341444,11.341444,,,Actual number of marriages,1,1963,1,13,1,2,13
32,14030,1,1,11.485933,11.485933,,0,Actual number of marriages,1,1963,1,13,1,2,13
33,14030,1,1,11.427367,11.427367,,,Actual number of marriages,1,1963,1,13,1,2,13
35,14030,1,1,11.441045,11.441045,,,Actual number of marriages,1,1963,1,13,1,2,13
37,14030,1,1,11.364193,11.364193,,,Actual number of marriages,1,1963,1,13,1,2,13
39,14030,1,1,11.640233,11.287279,,,Actual number of marriages,1,1963,1,13,1,2,13
41,14030,1,1,11.86292,10.998153,,,Actual number of marriages,1,1963,1,13,1,2,13
45,16003,1,1,10.396013,10.161381,,0,Actual number of marriages,1,1922,1,9,0,3,11
46,16003,1,1,10.474382,10.422371,,0,Actual number of marriages,1,1922,1,9,0,3,11
47,16003,1,1,10.683912,10.514867,,0,Actual number of marriages,1,1922,1,9,0,3,11
48,16003,1,1,10.763303,10.523449,,,Actual number of marriages,1,1922,1,9,0,3,11
49,16003,1,1,10.880326,10.880326,,,Actual number of marriages,1,1922,1,9,0,3,11
50,16003,1,1,10.9578,10.9578,,0,Actual number of marriages,1,1922,1,9,0,3,11
51,16003,1,1,10.956859,10.956859,,0,Actual number of marriages,1,1922,1,9,0,3,11
52,16003,1,1,10.793434,10.793434,,0,Actual number of marriages,1,1922,1,9,0,3,11
53,16003,1,1,10.705489,10.600128,,0,Actual number of marriages,1,1922,1,9,0,3,11
54,16003,1,1,11.180803,10.986648,,0,Actual number of marriages,1,1922,1,9,0,3,11
55,16003,1,1,11.228438,10.992049,,0,Actual number of marriages,1,1922,1,9,0,3,11
25,16032,1,1,10.81577,10.653252,,0,Actual number of marriages,0,1957,1,12,1,2,19
26,16032,1,1,9.6835012,9.6591845,,0,Actual number of marriages,0,1957,1,12,1,2,19
27,16032,1,1,10.428761,10.38406,,0,Actual number of marriages,0,1957,1,12,1,2,19
28,16032,1,1,10.858211,10.823272,,0,Actual number of marriages,0,1957,1,12,1,2,19
29,16032,1,1,11.242423,10.987494,,0,Actual number of marriages,0,1957,1,12,1,2,19
30,16032,1,1,11.343323,11.180803,,0,Actual number of marriages,0,1957,1,12,1,2,19
31,16032,1,1,11.30467,11.016989,,0,Actual number of marriages,0,1957,1,12,1,2,19
32,16032,1,1,11.331643,11.181361,,0,Actual number of marriages,0,1957,1,12,1,2,19
33,16032,1,1,11.450229,11.346162,,0,Actual number of marriages,0,1957,1,12,1,2,19
34,16032,1,1,11.210739,10.99943,,,Actual number of marriages,0,1957,1,12,1,2,19
35,16032,0,1,10.970404,10.909985,,0,Actual number of marriages,0,1957,1,12,1,2,19
36,16032,1,1,10.848818,10.410255,,,Actual number of marriages,0,1957,1,12,1,2,19
37,16032,1,1,11.013722,10.722386,,,Actual number of marriages,0,1957,1,12,1,2,19
38,16032,1,1,10.778915,10.759995,,,Actual number of marriages,0,1957,1,12,1,2,19
39,16032,1,1,10.78301,10.401076,,,Actual number of marriages,0,1957,1,12,1,2,19
41,16032,1,1,11.030687,10.694215,,,Actual number of marriages,0,1957,1,12,1,2,19
43,16032,1,1,10.903181,10.417194,,0,Actual number of marriages,0,1957,1,12,1,2,19
45,16032,1,1,10.026148,10.026148,,0,Actual number of marriages,0,1957,1,12,1,2,19
47,16032,1,1,10.907972,10.142505,,,Actual number of marriages,0,1957,1,12,1,2,19
49,18021,1,0,11.368764,11.032208,,,None,0,1918,1,12,0,4,7
50,18021,1,0,11.365005,11.141862,,,None,0,1918,1,12,0,4,7
51,18021,1,0,11.631357,10.942789,,,None,0,1918,1,12,0,4,7
52,18021,1,0,11.506212,10.905329,,,None,0,1918,1,12,0,4,7
53,18021,1,0,11.717816,11.165242,,,None,0,1918,1,12,0,4,7
54,18021,1,0,11.371564,11.140121,,,None,0,1918,1,12,0,4,7
55,18021,1,0,11.423318,11.153232,,,None,0,1918,1,12,0,4,7
25,18038,1,1,11.312521,10.874267,,,Actual number of marriages,1,1956,1,12,1,2,22
26,18038,1,1,11.327846,10.86456,,,Actual number of marriages,1,1956,1,12,1,2,22
27,18038,1,1,11.424968,11.045479,,,Actual number of marriages,1,1956,1,12,1,2,22
